,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
22661,October Revolution,military conflict,62383,2396936,68,201,Few wounded red guard soldiers,Saint  Petersburg  Q656,1917.0,False
22738,Operation Enduring Freedom,military conflict,52281,1248100,60,228,"{{flagicon|Afghanistan}} '''45,000+''' killed<br /> {{flagicon|United States}} '''2,437''' killed <br />(2,414 in Afghanistan, 17 in the Philippines, 4 in Nigeria, 2 in Somalia)<br> {{flagicon|United Kingdom}} '''456''' killed <br /> {{flagicon|Canada}} '''158''' killed <br /> {{flagicon|France}} '''89''' killed <br /> {{flagicon|Germany}} '''57''' killed <br /> {{flagicon|Italy}} '''53''' killed <br /> {{flagicon|Denmark}} '''43''' killed <br /> {{flagicon|Australia}} '''41''' killed <br /> {{flagicon|Poland}} '''40''' killed <br /> {{flagicon|Spain}} '''34''' killed <br /> {{flagicon|Georgia}} '''32''' killed <br>Others '''200+''' killed",Afghanistan  Q889,2014.0,False
22801,1986 United States bombing of Libya,military conflict,49176,520960,65,203,1 [[General Dynamics F-111|F-111]] shot down <br> 2 aircrew killed,Libya  Q1016,1986.0,False
24121,Peloponnesian War,military conflict,37507,2388831,22,187,,Mainland  ancient  Greece Greece|Asia  Minor|Sicily,404.0,False
25343,Quasi-War,military conflict,21140,872399,16,115,"'''American:'''<br>'''Before U.S. military involvement:'''
* 28 killed
* 42 wounded
* 22 privateers captured
* Over 2000 [[Merchant vessel|merchant]] ships captured in total
'''After U.S. military involvement:'''
* 1 ship captured<br>(later recaptured) * 54+ killed
* 43+ wounded
'''British:'''
* Unknown",Atlantic  Ocean|the  Caribbean|the  Indian  Ocean|and  the  Mediterranean,1800.0,False
26295,Russian Civil War,military conflict,80774,2194948,27,488,"950,000 total casualties",Russian  Empire  Q34266|Mongolia  Q711|Tuva  Republic  Q960|Iran  Q794,1922.0,False
26464,Reforms of Amānullāh Khān and civil war,military conflict,15604,37639,7,97,,Afghanistan  Q889,1929.0,False
26550,Reconquista,military conflict,85872,1854724,46,617,,Iberian  Peninsula  Q12837,1492.0,False
28265,Spanish–American War,military conflict,134783,4315549,136,501,"'''U.S.:'''
* 281 killed and 1,577 wounded <small>(Army)</small> {{sfn|Keenan|2001|p|=|68}} * 16 killed and 68 wounded <small>(Navy)</small> {{sfn|Keenan|2001|p|=|68}} * 2,061 dead from disease {{sfn|Clodfelter|2017|p|=|255}} * 11 prisoners * 1 cargo ship sunk * 1 cruiser damaged {{sfn|Clodfelter|2017|p|=|255}}",plainlist Cuba and  Puerto  Rico Caribbean  Sea Philippines and  Guam Asia- Pacific,1898.0,False
28563,Second Punic War,military conflict,91759,968830,19,542,"300,000 killed in action<br/>400 towns destroyed",Sicily  Q1460|Roman  Italy  Q913582|Hispania  Q186513|Cisalpine  Gaul  Q199728|Africa  Roman  province Q181238|Ancient  Greece  Q11772,201.0,False
29328,Six-Day War,military conflict,170832,4808587,190,592,"776–983 killed<br />4,517 wounded<br />15 captured <hr/>400 tanks destroyed <br />46 aircraft destroyed",Middle  East  Q7204,1968.0,False
29426,Sino-Indian War,military conflict,127546,2886307,89,341,"1,383–3,250 killed<br> 548–1,047 wounded<br>1,696 missing<br> 3,968 captured",Aksai  Chin  Q230830,1962.0,False
29587,Second Battle of El Alamein,military conflict,105127,1227438,9,280,"30,500 to 59,000 men<br /> {{circa|500}} tanks<br />254 guns<br />64 German and 20 Italian aircraft",El  Alamein  Q204439,1942.0,False
30583,Thirty Years' War,military conflict,126874,4131248,115,746,"110,000 Swedes <hr> {{flagicon|Dutch Republic}} 50,000–60,000 <br> {{flagicon|Dutch Republic}} 1,835 ships (1626–34) <br> {{flagicon|Kingdom of France}} 300,000 (including the years 1648–59, after Westphalia)",Central  Europe  Q27509,1648.0,False
30770,The Troubles,military conflict,143560,4660829,214,578,"British Army: 705 <br />&nbsp;∟<small>(inc. [[Ulster Defence Regiment|UDR]])</small><br />RUC: 301<br />[[Northern Ireland Prison Service|NIPS]]: 24<br />[[Territorial Army (United Kingdom)|TA]]: 7<br />[[Law enforcement in the United Kingdom|Other UK police]]: 6<br />[[Royal Air Force]]: 4<br />[[Royal Navy]]: 2<br />'''Total''': 1,049 ----
Irish Army: 1<br />Gardaí: 9<br />[[Irish Prison Service|IPS]]: 1<br />'''Total''': 11",Northern  Ireland  Q26,1998.0,False
30785,Tulsa race riot,civilian attack,76865,2517575,58,139,36 (1921 findings)<br />Total unknown according to Red Cross <br>100–300 (2001 Oklahoma Commission Report),Tulsa  Q44989,1921.0,False
30850,Toledo War,military conflict,51657,664090,52,212,none,Michigan  Territory  Q1360064,1836.0,False
31570,Battle of the River Plate,military conflict,40603,526312,26,138,The ''Admiral Graf Spee'' scuttled<br />36 dead<br />60 wounded,Río  de  la  Plata  Q35827,1939.0,False
32071,USS Liberty incident,military conflict,102246,1214716,109,225,None,Mediterranean  Sea  Q4918,1967.0,False
32611,Vietnam War,military conflict,340373,22085710,536,1212,"{{Plainlist}} * {{flagdeco|North Vietnam}} {{flagdeco|Republic of South Vietnam}} '''North Vietnam & Việt Cộng'''
* 65,000–182,000 civilian dead * 849,018 military dead <small>(per Vietnam; 1/3 non-combat deaths)</small> * 666,000–950,765 dead <small>(per US; 1964–74)</small> {{Ref label|perUS|a}} * 600,000+ wounded * ''' {{flagu|China|1949}} '''<br />≈1,100 dead and 4,200 wounded * ''' {{flagu|North Korea|1948}} '''<br />14 dead * ''' {{flagu|Soviet Union}} '''<br />16 dead {{Endplainlist}} '''Total military dead: ≈667,130–951,895'''<br />'''Total military wounded: ≈604,200''' <small>(excluding [[GRUNK]] and [[Pathet Lao]])</small>",South  Vietnam  Q180573,1975.0,False
32927,World War II,military conflict,223212,33835972,238,1456,+73000000,Russia  Q159|Europe  Q46|Africa  Q15|Pacific  Ocean  Q98|Mediterranean  Sea  Q4918|Asia  Q48|Atlantic  Ocean  Q97|Middle  East  Q7204|Southeast  Asia  Q11708|Scandinavia  Q21195,1945.0,False
33088,Battle of Monte Cassino,military conflict,91909,1039280,88,371,"55,000 casualties",Monte  Cassino  Q154372,1944.0,False
33102,Battle of Kursk,military conflict,150112,2154303,25,461,"{{plainlist}} * '''Operation Citadel:''' {{efn|name|=|ReferenceA}} {{plainlist}} ** 54,182 men {{sfn|Frieser|2007|pp|=|153, 200}} {{efn|name|=|Breakdown 3}} {{sfn|Beevor|2012|p|=|485}} ** 252–323 tanks and assault guns destroyed, {{sfn|Glantz|House|2004|p|=|276}} {{sfn|Frieser|2007|p|=|200}} ** 600 –1,612 tanks and assault guns damaged ** 159 aircraft {{sfn|Frieser|2007|p|=|154}} {{sfn|Clark|2012|p|=|408}} ** c. 500 guns {{sfn|Frieser|2007|p|=|154}} {{endplainlist}} * '''Battle of Kursk:''' {{efn|name|=|KurskA}} {{plainlist}} ** 111,132 men. {{sfn|Frieser|2007|pp|=|197, 200}} {{efn|name|=|Breakdown 6}} ** Estimate 760 -1200 tanks and assault guns destroyed
** 681 aircraft (for 5–31 July) {{sfn|Bergström|2008|p|=|120}} {{efn|Figures for 5–31 July, as given by the Luftwaffe logistics staff (''Generalquartiermeister der Luftwaffe'').}} {{endplainlist}} {{endplainlist}}",Kursk  Q3159,1943.0,False
33514,War of the Polish Succession,military conflict,29025,169776,2,218,"50,400 French killed and wounded<br>3,000 Spanish killed and wounded<br>7,200 Sardinians killed and wounded",History  of  Poland  1569 1795 Poland|Rhineland|Italy,1735.0,False
33604,War of the Spanish Succession,military conflict,71849,1634832,75,288,"{{plainlist}} * {{flagicon|Holy Roman Empire}} 100,000 {{sfn|Clodfelter|2017|p|=|73}} * {{flagicon|Kingdom of Great Britain}} {{flagicon|Dutch Republic}} 250,000 {{sfn|Clodfelter|2017|p|=|73}} * {{flagicon|Prussia|1701}} 100,000 {{sfn|Clodfelter|2017|p|=|73}} * {{flagicon|Kingdom of Portugal|1707}} {{flagicon|Duchy of Savoy}} 50,000 {{sfn|Clodfelter|2017|p|=|73}} {{endplainlist}}",Europe  Q46|North  America  Q49|South  America  Q18,1714.0,False
33924,Winter War,military conflict,127174,2788951,215,697,"25,904 dead or missing <br />43,557 wounded <br />800–1,100 [[Finnish prisoners of war in the Soviet Union|captured]] <br/>20–30 tanks <br/>62 aircraft <br/><br/>'''70,000 total casualties'''",Finland  Q33,1940.0,False
34059,War of 1812,military conflict,221374,7723978,106,606,"2,200–3,721 killed in action {{sfn|Clodfelter|2017|p|=|244}} *4,505 wounded
*15,000 (est.) died from all causes *4,000 slaves freed *20,000 captured {{sfn|Tucker et al.|2012|page|=|[https://books.google.com/books?id=hVSrJBQYAk8C&pg=PA311 311]}} {{sfn|Hickey|2012|p|=}} *8 frigates [[list of sailing frigates of the United States Navy|captured or burnt]]
*278 privateers captured
*1,400 merchant ships captured",Atlantic  Ocean  Q97|Pacific  Ocean  Q98|North  America  Q49,1815.0,False
34276,Yom Kippur War,military conflict,260619,3489332,470,781,,Suez  Canal  Q899|Golan  Heights  Q83210|Sinai  Peninsula  Q36755|Middle  East  Q7204,1973.0,False
36197,1948 Arab–Israeli War,military conflict,181104,2127007,238,958,"6,373 killed (about 4,000 fighters and 2,400 civilians)",Mandatory  Palestine  Q193714|Sinai  Peninsula  Q36755|Southern  Lebanon  Q1480109,1949.0,False
36771,Battle of the Chesapeake,military conflict,47082,289053,78,203,220 killed or wounded<br />2 ships damaged,off  the  Virginia  Capes|Atlantic  Ocean,1781.0,False
37086,Battle of Lechfeld (955),military conflict,19988,94735,19,100,Heavy,Lechfeld  Q897240,955.0,False
38711,Texas Revolution,military conflict,107047,1415048,356,280,"700 dead, 100 wounded",Mexican  Texas  Q1315810,1836.0,False
38855,Battle of Trafalgar,military conflict,79589,2545356,84,330,"458 dead<br />1,208 wounded
<br />'''Total: 1,666'''",Cape  Trafalgar  Q203950,1805.0,False
39062,French and Indian War,military conflict,69239,3593478,77,417,"{{plainlist|
*1,512 killed in action
*1,500 died of wounds
*10,400 died of disease|ref|Clodfelter, M. (2017). Warfare and Armed Conflicts: A Statistical Encyclopedia of Casualty and Other Figures, 1492-2015 (4th ed.). Jefferson, North Carolina: McFarland. ISBN 978-0786474707. Page 122.|</ref>}}",North  America  Q49,1763.0,False
39076,Battle of Mohács,military conflict,32369,499239,36,157,"~1,500-2,000",Sátorhely  Q385260,1526.0,False
39204,Battle of Bennington,military conflict,30190,180287,54,205,30 killed<br />40 wounded,Bennington  Q817921,1777.0,False
39847,Roman conquest of Britain,military conflict,25416,961057,22,222,"'''Iceni Revolt:'''<br/>70,000 killed",Britannia,,False
39880,Battle of the Teutoburg Forest,military conflict,65977,1305073,84,401,Unknown.,Osnabrück  Q2916,,False
40416,Battle of Fort Dearborn,military conflict,29522,114616,46,104,15,Chicago  Q1297,1812.0,False
42097,Saint Valentine's Day Massacre,civilian attack,30826,2067694,15,158,7 (five members of the [[North Side Gang]] and two other affiliates),Chicago  Q1297,1929.0,False
43063,Operation Anaconda,military conflict,53930,428455,34,205,Unknown number of Afghan fighters killed {{Flagdeco|United States}} 8 (7 in the Battle of Takur Ghar) <br>82 wounded,Shah- i- Kot  Valley  Q16205112,2002.0,False
43107,Battle of Hürtgen Forest,military conflict,40887,634650,31,176,"33,000 to 55,000",Hürtgen  Forest  Q469253,1944.0,False
43573,Lager Beer Riot,civil conflict,14453,18670,21,51,,Chicago|Illinois,1855.0,False
44035,Franco-Prussian War,military conflict,91317,2508335,14,319,"'''144,642''' {{sfn|Clodfelter|2017|p|=|187}} * 44,700 dead {{sfn|Clodfelter|2017|p|=|187|loc|=| of which 17,585 killed in action, 10,721 died of wounds, 12,147 died from disease, 290 died in accidents, 29 committed suicide and 4,009 were missing and presumed dead}} * 89,732 wounded
* 10,129 missing or captured",France  Q142,1871.0,False
44454,Battle of Passchendaele,military conflict,113259,2080951,4,251,"200,000–448,614<br />(disputed, see [[Battle of Passchendaele#Casualties|Casualties]] section)",Passendale  Q255575,1917.0,False
44477,Battle of Ad Decimum,military conflict,7538,44788,1,42,Unknown,Carthage  Q6343,533.0,False
44534,Tiananmen Square protests of 1989,"civil conflict, Chinese",195805,6585351,257,620,+10454,Tiananmen  Square  Q164055,1989.0,False
44575,Russo-Japanese War,military conflict,135133,2753252,92,445,,Manchuria  Q81126,1905.0,False
44667,Battle of Hastings,military conflict,63733,3370969,142,182,,Battle  Q737593,1066.0,False
44782,Battle of Stirling Bridge,military conflict,16835,660732,17,63,Unknown,Stirling  Q182923,1297.0,False
45028,Mongol invasion of Rus',military conflict,24780,481740,20,196,Unknown,Modern  Russia|Ukraine and  Belarus,1240.0,False
45420,Napoleonic Wars,military conflict,140432,3812954,146,676,"{{Unbulleted list
|<small>Italians: 120,000 killed or missing|ref| name=""White 2014, Urlanis""|{{harvnb|White|2014|loc=''Napoleonic Wars''}} cites {{harvnb|Urlanis|1971}}|</ref>|
|Spanish: more than 300,000 military deaths|ref| name=""White 2014, Urlanis""| — more than 586,000 killed|sfn|Canales|2004|
|Portuguese: up to 250,000 dead or missing|ref|{{harvnb|White|2014}} cites {{harvnb|Payne}}|</ref>|
|British: 32,232 killed in action|<!--6,663 navy + 25,569 army-->|ref| name=""White 2014, Dumas""|{{harvnb|White|2014}} cites {{harvnb|Dumas|1923}} citing Hodge|</ref>|
|British: 279,574 killed by wounds, disease, accidents and other causes|ref| name=""White 2014, Dumas""|
|Russian: 289,000 killed in action|ref| name=""White 2014, Danzer""|{{harvnb|White|2014}} cites {{harvnb|Danzer}}|</ref>|
|Prussian: 134,000 killed in action|ref| name=""White 2014, Danzer""|
|Austrian: 550,220 killed in action (1792–1815)|ref|{{harvnb|White|2014}} cites {{harvnb|Clodfelter}}|</ref>|ref| name=""White 2014, Danzer""|</small>}} — more than 586,000 killed {{sfn|Canales|2004}} </small>",Europe  Q46,1815.0,False
46128,Invasion of Normandy,military conflict,56420,2385115,26,355,"'''by 24 July:'''<br />≈120,000 casualties",Normandy  Q15878,1944.0,False
46216,Israeli–Palestinian conflict,military conflict,181316,3931304,274,452,+14500,Israel  Q801|State  of  Palestine  Q219060,1993.0,False
46674,Battle of Tours,military conflict,77001,1103936,74,261,"1,000",Poitiers  Q6616,732.0,False
46763,Crimean War,military conflict,124053,4128427,83,667,"'''223,513'''<br/> {{flag|Ottoman Empire}} <br/>'''45,400''' {{sfn|Clodfelter|2017|p|=|180}} <br/>10,100 killed in action<br/>10,800 died of wounds<br/>24,500 died of disease<br/> {{flagdeco|Second French Empire}} [[Second French Empire|French Empire]]<br/>'''135,485''' {{sfn|Clodfelter|2017|p|=|180}} <br/>8,490 killed in action;<br/>11,750 died of wounds;<br/>75,375 died of disease<br/>39,870 wounded<br/> {{flag|UKGBI|name|=|British Empire}} <br/>'''40,462''' {{sfn|Clodfelter|2017|p|=|180}} <br/>2,755 killed in action<br/>1,847 died of wounds<br/>17,580 died of disease<br/>18,280 wounded<br/> {{flag|Kingdom of Sardinia|1848}} <br/>'''2,166''' {{sfn|Clodfelter|2017|p|=|180}} <br/>28 killed in action<br/>2,138 died of disease",Crimean  Peninsula  Q7835|Caucasus  Q18869|Balkans  Q23522|Black  Sea  Q166|Baltic  Sea  Q545|White  Sea  Q44133|Kamchatka  Peninsula  Q993,1856.0,False
47928,Battle of Naissus,military conflict,12440,56441,23,89,unknown,Niš  Q129259,269.0,False
47968,Battle of Salamis,military conflict,69234,961669,153,177,40 ships,Salamis  Island  Q202422,480.0,False
48738,1905 Russian Revolution,military conflict,71278,537726,70,265,Unknown,Russia  Q159,1907.0,False
48756,Battle of Lesnaya,military conflict,46892,39812,19,230,"3,000 –3,873: <br><br>1,000–2,000 killed<br>1,000–2,000 wounded<br><br>'''In total''' (''October 9–11''): <br>About 4,000 killed, captured and dispersed<br>[[Battle of Lesnaya#Casualties|...''other estimates'']]",Lyasnaya  Q13028176,1708.0,False
48757,Great Northern War,military conflict,56013,1079388,33,471,"About 200,000 Swedes:
25,000 killed in combat,
175,000 killed by famine, disease and exhaustion.",Northern|Central|and  Eastern  Europe,1721.0,False
48780,Battle of Chancellorsville,"military conflict, NRHP",103814,945040,87,382,"'''''Chancellorsville Campaign''''':
*'''17,287''' <div style=""line-height:1.2em;"">(1,606 killed<br />&nbsp;9,762 wounded<br />&nbsp;5,919 captured/missing): </div>
**'''''Chancellorsville''''': <div style=""line-height:1.2em;"">'''12,145''' (1,082 killed<br />&nbsp;6,849 wounded<br />&nbsp;4,214 captured/missing); **'''''2nd Fredericksburg/Salem Church''''': <div style=""line-height:1.2em;"">'''4,700''' (493 killed<br />&nbsp;2,710 wounded<br />&nbsp;1,497 captured/missing); **'''''Minor skirmishes''''': <div style=""line-height:1.2em;"">'''442''' (31 killed<br />&nbsp;203 wounded<br />&nbsp;208 captured/missing);",Spotsylvania  County  Q506202,1863.0,False
48833,Battle of Fredericksburg,"military conflict, NRHP",77385,923733,72,318,"'''12,653''' <div style=""line-height:1.2em;"">1,284 killed<br>9,600 wounded<br>1,769 captured/missing </div>",Spotsylvania  County  Q506202,1862.0,False
48835,Battle of the Wilderness,military conflict,58593,515360,51,250,"'''24,000''
<br />(3,200+ Soldiers killed, 269 officers killed, 
<br />&nbsp;16,000+ wounded,
Including 15,000 soldiers and 1,000 officers)
  <br />&nbsp;3,383 captured/missing",Spotsylvania  County  Q506202,1864.0,False
48961,Battle of Spotsylvania Court House,military conflict,68453,381557,62,250,"'''18,399'''<br />(2,725 killed,<br />&nbsp;13,416 wounded,<br />&nbsp;2,258 captured/missing)",Spotsylvania  County  Q506202,1864.0,False
48965,Battle of Cold Harbor,military conflict,61187,514400,61,253,"'''12,738''' total<br />1,845 killed<br />9,077 wounded<br />1,816 captured/missing",Hanover  County  Q341679,1864.0,False
